상세URL,상품ID,상세innerURL,썸네일URL,브랜드명,상품명,가격
https://www.lotteon.com/p/product/LO1378103827?sitmNo=LO1378103827_1378103828&mall_no=1&dp_infw_cd=CASec10200001,LO1378103827,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F78%2F10%2F38%2F27%2FDSCRP_LO1378103827,https://contents.lotteon.com/itemimage/LO/13/78/10/38/27/_1/37/81/03/82/8/LO1378103827_1378103828_1.jpg/dims/resizemc/360x360,바쏘옴므,균일가 수트 18종 택1,"77,220원"
https://www.lotteon.com/p/product/LO1378088288?sitmNo=LO1378088288_1378088289&mall_no=1&dp_infw_cd=CASec10200001,LO1378088288,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F78%2F08%2F82%2F88%2FDSCRP_LO1378088288,https://contents.lotteon.com/itemimage/LO/13/78/08/82/88/_1/37/80/88/28/9/LO1378088288_1378088289_1.jpg/dims/resizemc/360x360,바쏘옴므,롱가디건 4종 택1,"50,700원"
https://www.lotteon.com/p/product/LO1300603113?sitmNo=LO1300603113_1300603114&mall_no=1&dp_infw_cd=CASec10200001,LO1300603113,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F00%2F60%2F31%2F13%2FDSCRP_LO1300603113,https://contents.lotteon.com/itemimage/LO/13/00/60/31/13/_1/30/06/03/11/4/LO1300603113_1300603114_1.jpg/dims/resizemc/360x360,페르지노몬티,울트라스판 심플 카고 일자 밴드 10부 면바지 FMPM3028NJ,"28,620원"
https://www.lotteon.com/p/product/LO1378087610?sitmNo=LO1378087610_1378087611&mall_no=1&dp_infw_cd=CASec10200001,LO1378087610,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F78%2F08%2F76%2F10%2FDSCRP_LO1378087610,https://contents.lotteon.com/itemimage/LO/13/78/08/76/10/_1/37/80/87/61/1/LO1378087610_1378087611_1.jpg/dims/resizemc/360x360,바쏘옴므,균일가 셔츠 6종 택1,"19,500원"
https://www.lotteon.com/p/product/LO1378088924?sitmNo=LO1378088924_1378088925&mall_no=1&dp_infw_cd=CASec10200001,LO1378088924,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F78%2F08%2F89%2F24%2FDSCRP_LO1378088924,https://contents.lotteon.com/itemimage/LO/13/78/08/89/24/_1/37/80/88/92/5/LO1378088924_1378088925_1.jpg/dims/resizemc/360x360,바쏘옴므,20FW 캐시미어 블렌딩 가디건 3종 택1,"61,620원"
https://www.lotteon.com/p/product/LO1298930669?sitmNo=LO1298930669_1298930670&mall_no=1&dp_infw_cd=CASec10200001,LO1298930669,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F12%2F98%2F93%2F06%2F69%2FDSCRP_LO1298930669,https://contents.lotteon.com/itemimage/LO/12/98/93/06/69/_1/29/89/30/67/0/LO1298930669_1298930670_1.jpg/dims/resizemc/360x360,르젠옴므,르젠 링클프리 스판 일자 밴딩 11부 슬랙스(LNPJ484TO),"19,620원"
https://www.lotteon.com/p/product/LO1378089392?sitmNo=LO1378089392_1378089393&mall_no=1&dp_infw_cd=CASec10200001,LO1378089392,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F78%2F08%2F93%2F92%2FDSCRP_LO1378089392,https://contents.lotteon.com/itemimage/LO/13/78/08/93/92/_1/37/80/89/39/3/LO1378089392_1378089393_1.jpg/dims/resizemc/360x360,바쏘옴므,20FW 라운드 스웨터 5종 택1,"53,820원"
https://www.lotteon.com/p/product/LO1349910526?sitmNo=LO1349910526_1349910527&mall_no=1&dp_infw_cd=CASec10200001,LO1349910526,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F49%2F91%2F05%2F26%2FDSCRP_LO1349910526,https://contents.lotteon.com/itemimage/LO/13/49/91/05/26/_1/34/99/10/52/7/LO1349910526_1349910527_1.jpg/dims/resizemc/360x360,,초경령 SH 오리털 V넥 패딩조끼,"18,110원"
https://www.lotteon.com/p/product/LO1378089814?sitmNo=LO1378089814_1378089815&mall_no=1&dp_infw_cd=CASec10200001,LO1378089814,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F78%2F08%2F98%2F14%2FDSCRP_LO1378089814,https://contents.lotteon.com/itemimage/LO/13/78/08/98/14/_1/37/80/89/81/5/LO1378089814_1378089815_1.jpg/dims/resizemc/360x360,바쏘옴므,베이직 라운드 티셔츠 5종 택1,"30,420원"
https://www.lotteon.com/p/product/LO1349910622?sitmNo=LO1349910622_1349910623&mall_no=1&dp_infw_cd=CASec10200001,LO1349910622,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F49%2F91%2F06%2F22%2FDSCRP_LO1349910622,https://contents.lotteon.com/itemimage/LO/13/49/91/06/22/_1/34/99/10/62/3/LO1349910622_1349910623_1.jpg/dims/resizemc/360x360,,H_ 오리털 경량 라운드 패딩조끼,"19,900원"
https://www.lotteon.com/p/product/LO1378089601?sitmNo=LO1378089601_1378089602&mall_no=1&dp_infw_cd=CASec10200001,LO1378089601,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F78%2F08%2F96%2F01%2FDSCRP_LO1378089601,https://contents.lotteon.com/itemimage/LO/13/78/08/96/01/_1/37/80/89/60/2/LO1378089601_1378089602_1.jpg/dims/resizemc/360x360,바쏘옴므,20FW 터틀넥 스웨터 5종 택1,"53,820원"
https://www.lotteon.com/p/product/LO1349895859?sitmNo=LO1349895859_1349895860&mall_no=1&dp_infw_cd=CASec10200001,LO1349895859,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F49%2F89%2F58%2F59%2FDSCRP_LO1349895859,https://contents.lotteon.com/itemimage/LO/13/49/89/58/59/_1/34/98/95/86/0/LO1349895859_1349895860_1.jpg/dims/resizemc/360x360,지오투,기하학 라인 울니트 베스트_AXWAW19433GYX,"37,050원"
https://www.lotteon.com/p/product/LO1378120990?sitmNo=LO1378120990_1378120991&mall_no=1&dp_infw_cd=CASec10200001,LO1378120990,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F78%2F12%2F09%2F90%2FDSCRP_LO1378120990,https://contents.lotteon.com/itemimage/LO/13/78/12/09/90/_1/37/81/20/99/1/LO1378120990_1378120991_1.jpg/dims/resizemc/360x360,바쏘옴므,20FW 매트 솔리드 울 정장세트 3종 택1,"131,820원"
https://www.lotteon.com/p/product/LO1349897834?sitmNo=LO1349897834_1349897835&mall_no=1&dp_infw_cd=CASec10200001,LO1349897834,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F49%2F89%2F78%2F34%2FDSCRP_LO1349897834,https://contents.lotteon.com/itemimage/LO/13/49/89/78/34/_1/34/98/97/83/5/LO1349897834_1349897835_1.jpg/dims/resizemc/360x360,지오투,페어아일 울혼방 베스트_AXWAW19433NYX,"37,050원"
https://www.lotteon.com/p/product/LO1350014248?sitmNo=LO1350014248_1350014249&mall_no=1&dp_infw_cd=CASec10200001,LO1350014248,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F50%2F01%2F42%2F48%2FDSCRP_LO1350014248,https://contents.lotteon.com/itemimage/LO/13/50/01/42/48/_1/35/00/14/24/9/LO1350014248_1350014249_1.jpg/dims/resizemc/360x360,지오투,올오버 하운드투스 티셔츠_AXTAW19311NYX,"37,050원"
https://www.lotteon.com/p/product/LO1350000546?sitmNo=LO1350000546_1350000547&mall_no=1&dp_infw_cd=CASec10200001,LO1350000546,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F50%2F00%2F05%2F46%2FDSCRP_LO1350000546,https://contents.lotteon.com/itemimage/LO/13/50/00/05/46/_1/35/00/00/54/7/LO1350000546_1350000547_1.jpg/dims/resizemc/360x360,지오투,올오버 하운드투스 티셔츠_AXTAW19311GYD,"37,050원"
https://www.lotteon.com/p/product/LO1263782857?sitmNo=LO1263782857_1263782858&mall_no=1&dp_infw_cd=CASec10200001,LO1263782857,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F12%2F63%2F78%2F28%2F57%2FDSCRP_LO1263782857,https://contents.lotteon.com/itemimage/LO/12/63/78/28/57/_1/26/37/82/85/8/LO1263782857_1263782858_1.jpg/dims/resizemc/360x360,타미진,데님 테이퍼드핏 패치워크 팬츠 T32A7NET003MT2 1A5,"160,200원"
https://www.lotteon.com/p/product/LO1352780444?sitmNo=LO1352780444_1352780445&mall_no=1&dp_infw_cd=CASec10200001,LO1352780444,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F52%2F78%2F04%2F44%2FDSCRP_LO1352780444,https://contents.lotteon.com/itemimage/LO/13/52/78/04/44/_1/35/27/80/44/5/LO1352780444_1352780445_1.jpg/dims/resizemc/360x360,행텐,남성 하이넥 플리스 점퍼_110 (10290-034-813-08-110),"20,810원"
https://www.lotteon.com/p/product/LO1311527818?sitmNo=LO1311527818_1311527819&mall_no=1&dp_infw_cd=CASec10200001,LO1311527818,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F11%2F52%2F78%2F18%2FDSCRP_LO1311527818,https://contents.lotteon.com/itemimage/LO/13/11/52/78/18/_1/31/15/27/81/9/LO1311527818_1311527819_1.jpg/dims/resizemc/360x360,티엔지티,[TNGT] Signal 화이트 세미오버핏 하트 스티치 라운드 니트 TGSW0D801IV,"56,880원"
https://www.lotteon.com/p/product/LO1327564528?sitmNo=LO1327564528_1327564529&mall_no=1&dp_infw_cd=CASec10200001,LO1327564528,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F27%2F56%2F45%2F28%2FDSCRP_LO1327564528,https://contents.lotteon.com/itemimage/LO/13/27/56/45/28/_1/32/75/64/52/9/LO1327564528_1327564529_1.jpg/dims/resizemc/360x360,일꼬르소,[ILCORSO] [한정판]LOROPIANA 원단 블루 오버핏 체크 셔켓 IESH0F701B2,"128,440원"
https://www.lotteon.com/p/product/LE1203501138?sitmNo=LE1203501138_1218304264&mall_no=1&dp_infw_cd=CASec10200001,LE1203501138,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F03%2F50%2F11%2F38%2FDSCRP_LE1203501138,https://contents.lotteon.com/itemimage/_v170700/LE/12/03/50/11/38/_1/21/83/04/26/4/LE1203501138_1218304264_1.jpg/dims/resizemc/360x360,폴햄,남성용 슬림핏 코튼 스판 치노팬츠 (PHA1PP1012),"15,130원"
https://www.lotteon.com/p/product/LO1344368843?sitmNo=LO1344368843_1344368844&mall_no=1&dp_infw_cd=CASec10200001,LO1344368843,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F44%2F36%2F88%2F43%2FDSCRP_LO1344368843,https://contents.lotteon.com/itemimage/LO/13/44/36/88/43/_1/34/43/68/84/4/LO1344368843_1344368844_1.jpg/dims/resizemc/360x360,타미힐피거,라운드넥 코튼 니트,"43,110원"
https://www.lotteon.com/p/product/LE1205490727?sitmNo=LE1205490727_1230073836&mall_no=1&dp_infw_cd=CASec10200001,LE1205490727,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F05%2F49%2F07%2F27%2FDSCRP_LE1205490727,https://contents.lotteon.com/itemimage/_v021641/LE/12/05/49/07/27/_1/23/00/73/83/6/LE1205490727_1230073836_1.jpg/dims/resizemc/360x360,지오다노,남 테이퍼드 슬랙스 110511,"31,450원"
https://www.lotteon.com/p/product/LE1203348105?sitmNo=LE1203348105_1217505929&mall_no=1&dp_infw_cd=CASec10200001,LE1203348105,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F03%2F34%2F81%2F05%2FDSCRP_LE1203348105,https://contents.lotteon.com/itemimage/_v015428/LE/12/03/34/81/05/_1/21/75/05/92/9/LE1203348105_1217505929_1.jpg/dims/resizemc/360x360,지오다노,남 크루넥 티셔츠 020501,"7,700원"
https://www.lotteon.com/p/product/LE1203975515?sitmNo=LE1203975515_1221056376&mall_no=1&dp_infw_cd=CASec10200001,LE1203975515,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F03%2F97%2F55%2F15%2FDSCRP_LE1203975515,https://contents.lotteon.com/itemimage/_v023546/LE/12/03/97/55/15/_1/22/10/56/37/6/LE1203975515_1221056376_1.jpg/dims/resizemc/360x360,카운테스마라,20년가을(일반핏/슬림핏)구김없는 모달&스판소재 신상드레스셔츠15종,"29,640원"
https://www.lotteon.com/p/product/LO1319926916?sitmNo=LO1319926916_1319926917&mall_no=1&dp_infw_cd=CASec10200001,LO1319926916,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F19%2F92%2F69%2F16%2FDSCRP_LO1319926916,https://contents.lotteon.com/itemimage/_v174616/LO/13/19/92/69/16/_1/31/99/26/91/7/LO1319926916_1319926917_1.jpg/dims/resizemc/360x360,타미힐피거,남녀공용 스몰로고 베이직 맨투맨,"34,470원"
https://www.lotteon.com/p/product/LE1205414317?sitmNo=LE1205414317_1229626266&mall_no=1&dp_infw_cd=CASec10200001,LE1205414317,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F05%2F41%2F43%2F17%2FDSCRP_LE1205414317,https://contents.lotteon.com/itemimage/_v033939/LE/12/05/41/43/17/_1/22/96/26/26/6/LE1205414317_1229626266_1.jpg/dims/resizemc/360x360,올젠,하이넥 패딩 코트ZPA3CP1501,"60,800원"
https://www.lotteon.com/p/product/LE1205760077?sitmNo=LE1205760077_1231599299&mall_no=1&dp_infw_cd=CASec10200001,LE1205760077,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F05%2F76%2F00%2F77%2FDSCRP_LE1205760077,https://contents.lotteon.com/itemimage/_v201117/LE/12/05/76/00/77/_1/23/15/99/29/9/LE1205760077_1231599299_1.jpg/dims/resizemc/360x360,노스페이스화이트라벨,공용 리모 플리스 후드 자켓 NJ4FL53,"116,610원"
https://www.lotteon.com/p/product/LE1203490655?sitmNo=LE1203490655_1218252351&mall_no=1&dp_infw_cd=CASec10200001,LE1203490655,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F03%2F49%2F06%2F55%2FDSCRP_LE1203490655,https://contents.lotteon.com/itemimage/_v014553/LE/12/03/49/06/55/_1/21/82/52/35/1/LE1203490655_1218252351_1.jpg/dims/resizemc/360x360,폴햄,공용_사계절 긴팔 라운드 티셔츠(PHA5TR3930),"7,530원"
https://www.lotteon.com/p/product/LO1001416261?sitmNo=LO1001416261_1001416263&mall_no=1&dp_infw_cd=CASec10200001,LO1001416261,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F10%2F01%2F41%2F62%2F61%2FDSCRP_LO1001416261,https://contents.lotteon.com/itemimage/LO/10/01/41/62/61/_1/00/14/16/26/3/LO1001416261_1001416263_1.jpg/dims/resizemc/360x360,칼하트,"Carhartt 써멀후드집업 100632, 104078外 4종","91,110원"
https://www.lotteon.com/p/product/LO1047913134?sitmNo=LO1047913134_1047913135&mall_no=1&dp_infw_cd=CASec10200001,LO1047913134,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F10%2F47%2F91%2F31%2F34%2FDSCRP_LO1047913134,https://contents.lotteon.com/itemimage/LO/10/47/91/31/34/_1/04/79/13/13/5/LO1047913134_1047913135_1.jpg/dims/resizemc/360x360,몽블랑,[쇼핑백증정] 엠블럼 사피아노 리버서블 레더 벨트 113834,"163,800원"
https://www.lotteon.com/p/product/LO1357685018?sitmNo=LO1357685018_1357685019&mall_no=1&dp_infw_cd=CASec10200001,LO1357685018,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F13%2F57%2F68%2F50%2F18%2FDSCRP_LO1357685018,https://contents.lotteon.com/itemimage/_v172724/LO/13/57/68/50/18/_1/35/76/85/01/9/LO1357685018_1357685019_1.jpg/dims/resizemc/360x360,라코스테,긴팔 폴로티셔츠,"54,630원"
https://www.lotteon.com/p/product/PD4486858?mall_no=1&dp_infw_cd=CASec10200001,LE1205392617,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F05%2F39%2F26%2F17%2FDSCRP_LE1205392617,https://contents.lotteon.com/itemimage/_v013607/LE/12/05/39/26/17/_1/22/94/98/77/9/LE1205392617_1229498779_1.jpg/dims/resizemc/360x360,올젠,우븐카라 티셔츠 ZOZ4TT1303-YS,"30,030원"
https://www.lotteon.com/p/product/LE1205609903?sitmNo=LE1205609903_1230743748&mall_no=1&dp_infw_cd=CASec10200001,LE1205609903,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F05%2F60%2F99%2F03%2FDSCRP_LE1205609903,https://contents.lotteon.com/itemimage/_v030646/LE/12/05/60/99/03/_1/23/07/43/74/8/LE1205609903_1230743748_1.jpg/dims/resizemc/360x360,지오다노,남 크루넥 긴팔 면티 020501,"7,500원"
https://www.lotteon.com/p/product/LE1205609903?sitmNo=LE1205609903_1230743731&mall_no=1&dp_infw_cd=CASec10200001,LE1205609903,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F05%2F60%2F99%2F03%2FDSCRP_LE1205609903,https://contents.lotteon.com/itemimage/_v130740/LE/12/05/60/99/03/_1/23/07/43/73/1/LE1205609903_1230743731_1.jpg/dims/resizemc/360x360,지오다노,남 크루넥 긴팔 면티 020501,"7,500원"
https://www.lotteon.com/p/product/LE1205609903?sitmNo=LE1205609903_1230743778&mall_no=1&dp_infw_cd=CASec10200001,LE1205609903,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLE%2F12%2F05%2F60%2F99%2F03%2FDSCRP_LE1205609903,https://contents.lotteon.com/itemimage/_v182455/LE/12/05/60/99/03/_1/23/07/43/77/8/LE1205609903_1230743778_1.jpg/dims/resizemc/360x360,지오다노,남 크루넥 긴팔 면티 020501,"7,500원"
